sex,age_bucket,lgbtq,inc_bucket,educ_n,region6,tenure3,poli_int_bucket,ge15_5,ge17_5,pop,pred_deal,pred_no_deal,pred_remain
Male,30-44,gay,25_35,3,South,rent,middling,DNV,Con,4200,30.6,47.4,22
Female,60-75,straight,25_35,3,North,mortgage,high,UKIP,Con,2300,21.4,75.2,3.4
Male,45-60,straight,50+,4,Wales,mortgage,middling,Lab,Lab,4800,8.9,8.8,82.3
Male,60-75,straight,15_25,3,North,rent,middling,Lab,Con,3000,29.5,55.2,15.3
Female,60-75,straight,35_50,3,South,own,middling,Oth,Oth,4700,17.8,9.6,72.5
Male,45-60,straight,25_35,3,North,rent,middling,DNV,Con,2100,31.5,54.2,14.4
Female,30-44,straight,25_35,3,North,mortgage,middling,UKIP,Con,3000,33.4,61.1,5.5
Male,45-60,straight,50+,2,London,mortgage,middling,Con,Con,9600,37.1,41.1,21.8
Male,30-44,straight,50+,5,London,mortgage,middling,Lab,Lab,5900,4.5,3.7,91.8
Female,30-44,straight,15_25,3,South,mortgage,middling,DNV,Lab,2300,18.3,13.8,68
Female,30-44,straight,25_35,3,South,rent,middling,Lab,Lab,7700,13.4,10.4,76.2
Female,45-60,straight,35_50,4,North,own,middling,Lab,Lab,3200,12.5,9.1,78.4
Male,18-29,straight,35_50,4,South,rent,middling,Lab,Lab,1400,6.5,4.8,88.7
Male,45-60,straight,25_35,4,North,rent,high,Lab,Lab,4900,8.1,20,72
Female,60-75,straight,5_15,1,South,rent,low,Oth,Lab,1300,28,29.6,42.4
Female,60-75,straight,15_25,4,North,rent,middling,Lab,Lab,1000,16.5,16.4,67.1
Male,45-60,straight,25_35,4,Midlands,rent,middling,Lab,Lab,900,11.5,16.1,72.4
Female,30-44,straight,25_35,2,London,mortgage,middling,Lab,Lab,3500,15.8,11,73.2
Male,45-60,straight,5_15,4,South,rent,middling,UKIP,DNV,3000,15,75.3,9.7
Female,18-29,straight,5_15,3,Midlands,rent,middling,DNV,Lab,4700,21.2,12.2,66.6
Male,45-60,straight,15_25,3,Scotland,rent,middling,DNV,Oth,4300,17.3,22.5,60.2
Male,45-60,straight,25_35,3,South,rent,middling,Con,Con,14000,32.3,49.4,18.3
Male,30-44,straight,25_35,2,North,own,low,Lab,Lab,9700,18.3,16.9,64.8
Female,45-60,straight,5_15,2,Scotland,own,low,Con,Con,1800,47.3,39.8,12.8
Male,18-29,straight,15_25,3,Midlands,rent,low,DNV,Oth,3500,22.7,11.6,65.7
Male,45-60,straight,5_15,3,North,rent,middling,Lab,Lab,10300,14.9,29.2,55.9
Female,45-60,straight,25_35,4,North,mortgage,low,DNV,Lab,2800,21.7,14.3,64
Female,45-60,straight,5_15,3,South,own,middling,Con,Con,4400,41.8,41.1,17
Male,45-60,straight,35_50,1,North,mortgage,high,Lab,Con,600,22.4,62.5,15.1
Male,30-44,straight,5_15,5,Wales,own,middling,UKIP,UKIP,2700,19.5,75.5,5
Female,75+,straight,25_35,3,South,own,middling,DNV,Con,3600,48.4,32.7,18.9
Female,18-29,straight,35_50,5,South,rent,middling,Con,Con,4300,32,14.1,53.9
Female,60-75,straight,25_35,3,Midlands,own,middling,Oth,Oth,1200,22.4,12.5,65.1
Female,18-29,straight,25_35,3,North,mortgage,middling,DNV,DNV,1100,29.8,16.5,53.7
Male,60-75,straight,15_25,3,North,rent,low,UKIP,Con,10500,22.3,75.7,2
Male,18-29,straight,5_15,5,South,rent,middling,Lab,Oth,1900,6.6,5,88.3
Female,60-75,straight,25_35,1,South,mortgage,middling,Oth,Oth,600,25,19,56
Male,45-60,straight,5_15,1,South,rent,middling,Lab,Lab,3500,16.3,37.1,46.5
Female,75+,straight,5_15,3,Midlands,rent,middling,Con,Con,3000,48.5,40,11.5
Male,60-75,straight,35_50,3,London,own,middling,Lab,Lab,7900,12.7,13.5,73.8
Male,60-75,straight,25_35,4,Wales,own,middling,Lab,Lab,4100,12,13.1,74.9
Male,45-60,straight,35_50,3,North,own,high,Lab,Lab,7600,9.5,18.8,71.7
Male,60-75,straight,15_25,3,Scotland,own,middling,UKIP,Con,1500,20.9,75.4,3.7
Female,18-29,straight,25_35,2,South,rent,middling,DNV,Lab,1400,19.2,10.4,70.4
Female,60-75,straight,35_50,4,North,own,middling,UKIP,Con,1300,33.9,60,6.1
Female,60-75,straight,15_25,3,Midlands,own,high,UKIP,DNV,600,20.2,71.3,8.5
Male,30-44,straight,35_50,3,South,mortgage,middling,UKIP,Con,4000,25.6,67.4,7
Male,75+,straight,25_35,5,Scotland,own,middling,Con,Con,1800,32.1,30.9,37.1
Female,18-29,straight,25_35,3,South,rent,low,DNV,UKIP,1100,50.5,30.4,19.1
Female,30-44,straight,25_35,3,South,mortgage,middling,Con,DNV,1500,28.4,20.8,50.7
Female,30-44,straight,35_50,5,North,mortgage,middling,Oth,Oth,2700,8.7,4.1,87.2
Female,60-75,straight,35_50,3,South,own,middling,Lab,Lab,5800,15.6,11,73.3
Male,45-60,straight,25_35,2,Midlands,rent,low,Con,Oth,1300,29.3,24.4,46.3
Female,30-44,straight,5_15,3,South,own,middling,DNV,Lab,1800,19.3,15.1,65.6
Female,30-44,straight,50+,4,South,mortgage,low,Con,Oth,2400,15.8,4.6,79.6
Male,75+,straight,5_15,3,Midlands,own,middling,Con,Con,1200,40.8,46.5,12.7
Male,18-29,straight,35_50,5,Scotland,mortgage,high,Oth,Lab,600,2.8,3,94.2
Female,30-44,straight,25_35,4,Wales,rent,low,DNV,DNV,4100,31.6,19.1,49.3
Male,45-60,straight,50+,3,Midlands,mortgage,middling,Con,Oth,1400,18.7,13.4,67.9
Male,60-75,straight,25_35,2,London,own,middling,Con,Con,3600,38,46.8,15.2
Male,30-44,straight,35_50,1,South,rent,high,UKIP,Con,1400,14.8,81.9,3.3
Female,45-60,straight,25_35,3,London,own,middling,Con,Con,1500,44.5,33.1,22.4
Male,45-60,straight,25_35,3,South,rent,low,Oth,Lab,2300,15.3,19,65.7
Female,18-29,straight,25_35,5,Scotland,rent,low,Lab,Lab,800,6.8,2.7,90.5
Male,60-75,straight,35_50,3,Wales,own,high,Con,Con,3300,30.4,48.9,20.7
Male,45-60,straight,50+,5,South,mortgage,high,Lab,Lab,9100,4,7,89
Female,45-60,gay,25_35,4,Wales,own,low,Con,Lab,900,20.6,11.5,67.8
Female,18-29,straight,25_35,4,Scotland,rent,middling,DNV,Lab,3500,10.9,5.3,83.8
Male,30-44,straight,50+,4,North,mortgage,middling,Oth,Lab,8300,8.1,7.2,84.7
Male,60-75,gay,25_35,3,South,mortgage,middling,Con,Con,1400,32.8,49.7,17.5
Female,60-75,straight,35_50,3,London,mortgage,high,Lab,Lab,900,11.5,13,75.4
Male,45-60,straight,50+,5,Midlands,own,high,Lab,Lab,2000,4.9,7.5,87.6
Female,60-75,straight,25_35,5,North,own,middling,DNV,Con,1400,39.1,32.3,28.5
Female,18-29,straight,25_35,3,North,rent,middling,Oth,Lab,3400,13.9,7.4,78.7
Female,30-44,straight,25_35,4,South,rent,high,Lab,Lab,2300,7.5,9.1,83.4
Female,45-60,straight,35_50,4,South,own,middling,Con,Con,12600,40.4,28.2,31.4
Male,60-75,straight,35_50,4,North,own,middling,Lab,Lab,5000,11.5,13,75.5
Female,30-44,straight,25_35,3,South,rent,low,DNV,DNV,7900,33.4,23.5,43.1
Female,60-75,straight,15_25,1,South,own,middling,DNV,Con,4600,42.7,47.3,10.1
Male,30-44,straight,50+,4,London,mortgage,high,DNV,Con,3000,23.3,33.4,43.3
Female,60-75,straight,35_50,3,Wales,own,high,Con,Lab,300,17.5,15.6,66.8
Male,30-44,straight,50+,5,London,mortgage,high,Lab,Con,1500,15.2,22.3,62.5
Female,30-44,straight,50+,4,South,mortgage,high,Oth,Lab,2500,6,5.3,88.7
Male,30-44,straight,35_50,4,South,mortgage,middling,Oth,Lab,5700,7.5,7.4,85.1
Female,60-75,straight,5_15,3,North,rent,middling,Con,DNV,1700,33.7,40.2,26.1
Male,60-75,straight,50+,5,North,mortgage,high,Lab,Lab,2000,5.5,9.4,85.1
Female,60-75,straight,15_25,4,Midlands,own,middling,Con,Con,13300,45.6,34.7,19.7
Female,45-60,straight,15_25,3,North,rent,middling,Oth,Lab,3600,18.5,20,61.5
Female,60-75,straight,35_50,2,Midlands,own,middling,Con,Con,7200,50.7,34.9,14.4
Female,60-75,straight,15_25,2,Midlands,own,high,DNV,Con,500,35.4,53.3,11.3
Female,30-44,straight,15_25,3,North,rent,middling,DNV,Lab,5200,21.4,18.1,60.6
Male,60-75,straight,35_50,3,Scotland,mortgage,middling,Lab,Con,900,30.1,41.5,28.4
Female,45-60,straight,15_25,5,North,mortgage,high,Lab,Lab,1300,7.6,11.6,80.8
Female,30-44,straight,25_35,3,Midlands,mortgage,middling,DNV,Lab,2500,20.4,13,66.6
Male,75+,straight,5_15,1,Midlands,rent,middling,UKIP,Con,3000,19.2,79.6,1.2
Female,60-75,straight,25_35,2,South,own,middling,DNV,Con,8900,44.9,40.7,14.4
Male,45-60,straight,35_50,3,Scotland,own,middling,Con,Con,8000,33.9,40.2,25.9
Male,30-44,straight,25_35,4,London,rent,high,Con,DNV,700,14.4,27.1,58.5
Female,30-44,straight,15_25,4,South,rent,low,Con,Lab,700,18.5,10.6,70.9
Male,30-44,straight,35_50,3,London,mortgage,middling,Con,Lab,3100,13.3,11.2,75.5
Female,60-75,straight,50+,3,North,mortgage,middling,Oth,Oth,400,19,10,71
Male,45-60,straight,25_35,4,North,rent,middling,Lab,Lab,12700,11.1,17.1,71.8
Female,18-29,straight,5_15,4,South,rent,middling,DNV,Lab,700,13.9,8.3,77.8
Male,30-44,straight,25_35,4,South,rent,high,Oth,Lab,4400,6.1,12,81.9
Male,30-44,straight,25_35,3,South,rent,middling,UKIP,Con,4900,22.5,72.2,5.2
Female,30-44,straight,15_25,2,South,rent,middling,Lab,DNV,1200,26.5,28.7,44.7
Female,60-75,straight,5_15,1,Scotland,own,low,Oth,DNV,3500,34.8,37.4,27.8
Male,45-60,straight,25_35,4,Midlands,rent,high,Con,Con,1900,24.4,54.1,21.4
Male,60-75,straight,50+,5,South,own,high,Con,Con,11700,22.3,34.4,43.3
Male,45-60,straight,50+,5,South,mortgage,middling,Lab,Lab,6200,5.5,6,88.5
Male,30-44,straight,25_35,3,Wales,mortgage,middling,DNV,DNV,5200,24.8,29,46.2
Female,60-75,straight,35_50,2,North,mortgage,middling,Con,Con,1100,47.8,38.5,13.7
Male,30-44,straight,25_35,3,South,rent,high,Lab,Lab,6400,7.9,16,76
Female,75+,gay,5_15,1,Scotland,rent,high,Lab,Lab,400,16.7,33.2,50.1
Male,60-75,straight,25_35,4,South,rent,middling,DNV,Con,2900,30.9,48.1,21
Male,30-44,straight,50+,5,Wales,mortgage,high,Oth,Lab,1500,3.9,5,91.1
Female,30-44,straight,25_35,3,London,mortgage,middling,Lab,Lab,2800,12.9,8.4,78.7
Female,30-44,straight,25_35,4,South,mortgage,low,Lab,Con,3500,39,23.4,37.7
Male,30-44,straight,50+,4,South,mortgage,middling,Lab,Lab,17500,6.6,5.9,87.5
Male,30-44,gay,50+,4,London,mortgage,middling,Con,Con,5200,30.2,27.7,42.1
Female,45-60,straight,15_25,3,Scotland,mortgage,high,Lab,Con,400,26.4,46.5,27.1
Female,30-44,straight,35_50,4,Scotland,mortgage,middling,Lab,Lab,7100,8.1,5,86.9
Female,18-29,straight,35_50,4,London,rent,middling,Con,DNV,900,21,9.1,69.9
Male,75+,straight,15_25,1,Midlands,own,middling,DNV,Con,1900,39.1,52.6,8.3
Female,60-75,straight,15_25,2,Wales,rent,middling,UKIP,UKIP,1400,22.7,76.1,1.2
Male,60-75,straight,50+,3,Midlands,own,high,UKIP,Lab,300,16.2,56.9,26.8
Male,45-60,straight,25_35,1,North,rent,middling,Lab,Lab,2600,17.5,33.1,49.4
Female,18-29,straight,35_50,4,North,mortgage,middling,DNV,Lab,900,12.6,5.1,82.2
Male,30-44,straight,5_15,3,South,own,high,Lab,Oth,400,9.9,16.1,74
Female,60-75,straight,35_50,4,North,own,high,Oth,Oth,600,12,10.3,77.6
Female,45-60,straight,35_50,4,Midlands,mortgage,middling,Con,Con,12200,43.3,30.2,26.5
Male,45-60,straight,25_35,4,North,rent,middling,Con,Con,2900,31.8,47.7,20.5
Female,18-29,straight,25_35,3,Scotland,rent,middling,Lab,Lab,2200,10.5,5.5,84.1
Female,45-60,straight,15_25,4,South,own,middling,Con,Con,4300,40.2,34.3,25.5
Female,18-29,straight,25_35,3,South,mortgage,low,DNV,Con,6600,50.3,20.4,29.3
Male,60-75,gay,15_25,1,London,own,middling,UKIP,Lab,1600,17.5,70.4,12.2
Male,60-75,straight,15_25,5,London,own,high,Lab,Lab,500,5.9,11.8,82.3
Male,45-60,straight,35_50,4,North,mortgage,middling,Lab,Con,2500,28.4,39.9,31.7
Male,30-44,straight,5_15,2,London,rent,low,Lab,Lab,8600,17.9,21.7,60.5
Female,60-75,straight,15_25,1,London,own,low,DNV,Con,3600,50,40.7,9.3
Female,45-60,straight,15_25,3,North,rent,low,Oth,UKIP,3200,39.1,50.6,10.2
Female,45-60,straight,25_35,2,Midlands,mortgage,low,UKIP,Con,3700,35.1,62.2,2.7
Male,60-75,straight,50+,3,London,mortgage,high,Oth,Con,800,24.2,43.9,31.9
Female,30-44,straight,5_15,4,North,rent,low,DNV,DNV,1400,32.7,27.7,39.6
Male,60-75,straight,15_25,1,South,own,middling,Lab,Lab,2000,18,30,52
Male,30-44,straight,25_35,2,North,rent,high,DNV,Con,1700,25.1,60,14.8
Male,30-44,straight,35_50,4,North,mortgage,high,Lab,Lab,12800,6.4,10.5,83.1
Male,60-75,straight,5_15,3,South,rent,low,Con,Con,3000,36.7,52.1,11.2
Female,75+,straight,15_25,2,Wales,own,middling,Con,Con,1400,53.2,34.5,12.3
Female,18-29,straight,35_50,4,Midlands,rent,high,DNV,Lab,1200,10,6.6,83.4
Female,30-44,straight,50+,5,North,mortgage,middling,Con,Con,9700,34.9,18.9,46.2
Female,60-75,straight,15_25,4,North,rent,middling,UKIP,Con,1100,27.1,69.1,3.7
Female,30-44,straight,25_35,4,London,rent,middling,Lab,Lab,11300,10.2,7,82.8
Male,45-60,straight,25_35,2,South,rent,low,UKIP,Con,5200,22.2,75.3,2.5
Male,30-44,straight,5_15,1,Scotland,rent,middling,Oth,DNV,2200,20.5,44.7,34.7
Female,30-44,straight,15_25,4,South,rent,low,DNV,Lab,3000,18.3,11.6,70
Male,45-60,straight,15_25,3,Midlands,rent,low,UKIP,UKIP,600,18.2,80.4,1.3
Male,45-60,straight,25_35,3,South,mortgage,high,DNV,Con,1400,23.2,57.6,19.3
Male,45-60,straight,5_15,1,North,rent,middling,DNV,Lab,7700,20.7,46.6,32.6
Male,60-75,straight,25_35,5,North,own,low,Lab,Lab,2200,11.3,11.1,77.7
Female,75+,straight,15_25,3,North,own,middling,Con,Con,13900,50.6,34.9,14.5
Female,60-75,gay,5_15,3,Wales,own,high,Lab,Lab,400,14.6,23,62.4
Male,30-44,straight,25_35,4,London,mortgage,middling,Lab,Lab,3600,8,8.1,83.9
Male,60-75,straight,25_35,5,Midlands,own,middling,UKIP,Con,1200,23.8,69.2,7
Male,30-44,gay,50+,4,London,own,high,DNV,Con,600,22.4,34.1,43.5
Female,45-60,straight,15_25,3,Wales,mortgage,middling,Con,Con,4100,44.9,38,17.2
Female,45-60,straight,15_25,3,London,rent,middling,Con,Con,6200,41.8,40.4,17.8
Male,60-75,straight,5_15,1,South,rent,low,UKIP,UKIP,2700,14.3,85.1,0.6
Male,18-29,straight,35_50,5,London,rent,high,Con,Con,1000,20.2,21.5,58.3
Male,18-29,straight,15_25,3,Midlands,rent,middling,DNV,Oth,1800,18.5,12,69.5
Female,45-60,straight,5_15,3,North,rent,middling,DNV,Lab,2000,23.5,27.5,49
Female,45-60,straight,35_50,3,North,own,high,DNV,DNV,500,23.7,33.1,43.1
Male,60-75,straight,15_25,3,Midlands,own,middling,DNV,Lab,1500,20.8,26.4,52.7
Female,45-60,straight,15_25,1,North,mortgage,middling,Lab,Con,900,38,49.6,12.4
Female,30-44,straight,15_25,4,London,rent,middling,Oth,Lab,3600,11.1,8.5,80.4
Male,75+,straight,25_35,2,South,own,high,Lab,Lab,600,12.9,22.6,64.5
Male,60-75,straight,5_15,1,South,rent,middling,UKIP,Con,5900,15.1,83.7,1.2
Female,60-75,straight,5_15,3,Midlands,rent,high,UKIP,UKIP,600,14.4,84.4,1.2
Female,30-44,straight,50+,3,South,mortgage,low,Lab,Con,1300,42.2,21.1,36.7
Female,75+,straight,15_25,3,London,own,middling,Lab,Lab,6400,19.1,12.3,68.6
Female,60-75,straight,15_25,4,North,own,middling,Con,Con,16400,44.1,36.6,19.4
Male,18-29,straight,35_50,4,South,rent,high,UKIP,Con,800,21.5,64.9,13.6
Male,60-75,straight,35_50,3,Midlands,mortgage,high,Lab,Lab,3600,11,20.3,68.7
Male,60-75,straight,5_15,1,North,rent,middling,Lab,Lab,7800,19.3,42.7,38
Female,60-75,straight,25_35,4,North,own,middling,Oth,Lab,1900,15.3,11.8,72.9
Male,30-44,straight,35_50,4,South,mortgage,low,DNV,DNV,2100,22,20,58
Male,75+,straight,15_25,2,South,rent,high,Lab,Lab,600,13.3,30.4,56.3
Male,60-75,straight,35_50,5,Midlands,own,middling,Oth,Lab,900,8.6,8.9,82.5
Male,45-60,straight,35_50,5,North,mortgage,low,Lab,Lab,6400,9.2,9.2,81.7
Female,60-75,gay,25_35,3,South,own,middling,Oth,Con,1800,38.1,37.8,24.1
Male,45-60,straight,35_50,4,South,own,middling,DNV,Con,2700,31.3,39.1,29.6
Male,45-60,straight,25_35,1,South,mortgage,high,Lab,Con,1000,20.9,63.4,15.7
Male,60-75,straight,35_50,5,North,mortgage,middling,UKIP,Con,1100,22.8,69.7,7.5
Female,45-60,straight,15_25,3,North,own,middling,Lab,Lab,16400,18,16.6,65.4
Female,60-75,gay,15_25,3,South,own,high,Oth,Oth,1600,14.3,17.4,68.3
Female,75+,straight,15_25,4,South,own,middling,Con,Con,10100,46.4,30.3,23.3
Male,18-29,straight,25_35,4,North,rent,high,UKIP,Con,1200,20.6,70,9.5
Female,45-60,gay,15_25,4,London,own,middling,Lab,Oth,800,13.2,9.3,77.5
Female,60-75,straight,5_15,2,South,own,low,Oth,Oth,5500,29.5,18.4,52.1
Male,30-44,straight,50+,4,South,mortgage,middling,Con,Lab,7300,9.3,7.2,83.5
Female,75+,straight,35_50,4,London,own,high,Lab,Lab,1500,9.6,7.8,82.6
Male,60-75,straight,15_25,2,South,rent,middling,Con,Con,9700,32.7,56.5,10.8
Female,30-44,straight,15_25,5,Scotland,rent,high,Oth,Oth,1700,5.9,6,88.1
Female,18-29,straight,15_25,3,London,rent,middling,DNV,Lab,7000,16.8,8.7,74.5
Female,75+,straight,25_35,1,Midlands,own,middling,Con,Con,1300,53.5,36.2,10.3
Male,60-75,straight,15_25,3,Scotland,own,high,Oth,Oth,10500,10.9,19.1,69.9
Female,75+,straight,25_35,3,South,own,middling,Con,Con,18500,49.9,30.6,19.5
Female,60-75,straight,15_25,3,London,own,high,Oth,Con,1100,31.1,44.7,24.2
Male,60-75,gay,25_35,3,Midlands,mortgage,low,UKIP,UKIP,2100,19.9,78.6,1.5
Male,60-75,straight,25_35,2,South,own,middling,UKIP,Con,14200,21.7,75.4,2.9
Male,30-44,straight,15_25,2,Midlands,rent,middling,UKIP,DNV,1500,19.5,73.2,7.3
Female,45-60,straight,25_35,1,South,mortgage,low,UKIP,Con,1500,31.4,66.1,2.5
Female,60-75,straight,15_25,4,South,mortgage,high,Lab,Lab,1700,10.1,14.6,75.3
Male,30-44,straight,25_35,4,North,rent,middling,Con,Con,2100,33.3,40.2,26.5
Male,75+,straight,15_25,2,North,own,high,Con,Lab,500,19,33,47.9
Male,45-60,straight,5_15,3,South,mortgage,low,UKIP,Oth,2400,23.8,57.9,18.3
Female,18-29,straight,35_50,3,South,mortgage,middling,DNV,Oth,900,15.8,5,79.2
Female,60-75,straight,5_15,1,South,rent,middling,Con,Con,6100,39.9,52.2,8
Female,60-75,straight,35_50,4,South,own,high,Lab,Lab,9900,8.9,9.7,81.4
Female,60-75,straight,25_35,3,South,own,middling,Lab,Oth,6000,18.8,11.3,70
Male,18-29,straight,50+,5,London,rent,high,DNV,Con,900,18.7,19.7,61.6
Male,45-60,straight,25_35,4,North,own,middling,Con,Con,5000,33.7,43,23.4
Female,18-29,straight,35_50,5,South,mortgage,middling,Lab,Lab,1000,5.2,2.1,92.7
Female,30-44,straight,35_50,3,South,rent,middling,Lab,Lab,5900,12.5,8.7,78.7
Male,45-60,straight,50+,4,South,own,high,Con,Con,10200,24.2,39.3,36.5
Male,45-60,straight,50+,5,London,mortgage,high,UKIP,UKIP,200,13.9,78.7,7.4
Male,30-44,straight,15_25,3,Wales,rent,middling,Oth,Oth,1600,15.1,14.3,70.6
Female,75+,straight,5_15,3,Scotland,own,middling,Oth,Oth,2000,21.1,12.5,66.4
Female,60-75,straight,15_25,4,Scotland,own,middling,Con,Con,4000,41,33.7,25.2
Male,30-44,straight,35_50,4,London,rent,middling,Lab,Lab,13000,7.7,7.8,84.5
Male,60-75,straight,35_50,2,Midlands,own,high,UKIP,Con,1300,17,80.2,2.7
Male,18-29,straight,50+,5,London,mortgage,middling,Lab,Lab,2900,3.7,2,94.2
Female,60-75,straight,50+,5,South,own,high,Con,Con,3000,28.3,26.9,44.9
Male,30-44,straight,25_35,2,Midlands,rent,middling,UKIP,Con,3500,23,73.7,3.2
Female,60-75,straight,25_35,4,South,own,low,Con,Con,7800,48.9,28.5,22.6
Male,60-75,straight,15_25,3,South,own,middling,Con,Con,49900,35.2,48.3,16.5
Female,30-44,straight,35_50,4,South,rent,high,Lab,Lab,3300,7,7.6,85.5
Male,45-60,straight,35_50,2,South,mortgage,middling,Con,Con,21500,35.1,47.2,17.7
Female,45-60,straight,25_35,2,Midlands,mortgage,middling,Con,Con,7000,46.4,39.8,13.8
Female,60-75,straight,5_15,3,North,mortgage,middling,DNV,Con,1500,41.5,47,11.5
Female,30-44,straight,25_35,4,London,mortgage,middling,DNV,DNV,2100,23.4,16.9,59.6
Male,75+,gay,25_35,4,North,own,high,Con,Con,1000,27.9,50.1,22
Male,18-29,straight,25_35,2,South,rent,middling,DNV,Lab,3400,15.8,13.8,70.5
Female,60-75,straight,5_15,1,South,rent,high,Con,Con,1100,29.5,62.3,8.2
Female,45-60,straight,50+,3,London,mortgage,high,DNV,Lab,400,12.5,12.8,74.7
Female,60-75,straight,35_50,4,Midlands,own,low,Oth,Con,1300,46.6,26.1,27.4
Male,60-75,straight,50+,4,South,own,middling,DNV,Con,1200,33.5,35.6,30.9
Male,45-60,straight,35_50,4,North,own,low,Con,Con,3800,39.9,36.4,23.7
Male,75+,straight,5_15,3,Wales,rent,middling,Lab,Lab,1000,18.4,24.1,57.5
Male,30-44,straight,50+,5,Wales,mortgage,low,Lab,Lab,3600,6.7,4.2,89.1
Male,30-44,straight,35_50,4,North,mortgage,middling,Con,Con,10700,34.1,33.8,32
Male,45-60,straight,35_50,3,London,rent,middling,Con,UKIP,500,31.6,54.6,13.9
Male,60-75,gay,50+,4,London,own,high,Lab,Lab,1800,6.2,10.4,83.5
Female,18-29,straight,25_35,4,North,mortgage,low,Con,Con,3600,49.3,17.7,33
Male,45-60,straight,25_35,3,South,own,high,Lab,Con,500,21.6,51.7,26.6
Female,45-60,straight,25_35,4,South,mortgage,middling,Oth,Oth,3200,13.1,8.5,78.5
Male,18-29,straight,35_50,4,London,rent,middling,Lab,Lab,26400,6.5,4.4,89.1
Male,45-60,straight,35_50,3,South,rent,high,Con,Con,4600,24.4,54.4,21.2
Male,30-44,gay,35_50,3,Midlands,own,middling,Lab,Lab,1700,11.3,11.6,77.1
Female,60-75,straight,35_50,3,South,own,middling,DNV,Con,5900,44.8,34.2,21
Female,18-29,straight,25_35,4,London,mortgage,middling,Lab,Lab,1600,8.2,3.5,88.4
Male,75+,straight,25_35,3,Scotland,own,high,Con,Con,3100,29.7,48,22.3
Female,18-29,straight,35_50,3,Midlands,mortgage,low,Con,Con,4600,54.8,16.9,28.3
Female,60-75,straight,25_35,5,North,own,middling,Oth,Oth,1500,12.6,7.4,80
Female,60-75,straight,15_25,2,Scotland,rent,middling,Oth,Oth,3800,22.2,18.7,59.1
Male,30-44,straight,50+,3,South,mortgage,high,Lab,Lab,8800,6.5,9.6,83.9
Female,60-75,straight,15_25,3,North,rent,high,Con,Lab,400,19.2,28.2,52.6
Female,45-60,straight,15_25,3,South,own,middling,Lab,Lab,5700,15.6,14.2,70.2
Female,45-60,straight,25_35,4,South,mortgage,middling,Con,Con,7100,39.7,32.8,27.5
Male,45-60,straight,50+,4,Scotland,rent,high,Con,Con,200,22.2,42.6,35.2
Male,30-44,straight,35_50,3,Midlands,rent,middling,Oth,Oth,1000,14.1,11.4,74.5
Male,60-75,straight,5_15,2,London,own,low,Lab,Lab,4800,21,25.8,53.2
Male,60-75,straight,15_25,1,North,own,middling,Oth,Oth,2600,23.1,30,46.9
Female,60-75,gay,15_25,3,Scotland,rent,middling,Oth,DNV,1100,24,33.1,42.9
Female,30-44,straight,25_35,4,South,mortgage,low,Con,Con,4600,45.7,24.1,30.2
Female,60-75,straight,5_15,2,North,own,middling,Con,Lab,1500,29.6,27.2,43.2
Female,60-75,straight,25_35,4,London,own,high,Oth,Lab,1300,9.6,10.8,79.5
Female,18-29,straight,35_50,3,Scotland,mortgage,middling,DNV,Lab,900,12.7,5.3,82
Male,45-60,gay,50+,3,North,mortgage,middling,Lab,Con,900,29.3,43.3,27.5
Female,18-29,straight,15_25,2,Midlands,rent,middling,DNV,DNV,2000,35.7,23.5,40.8
Male,30-44,straight,25_35,3,North,rent,middling,DNV,Lab,7300,16.5,20.5,63
Female,60-75,straight,25_35,3,South,own,high,Con,Con,43300,35.5,43.7,20.8
Male,30-44,straight,50+,5,London,own,high,DNV,Con,1300,19.4,25.8,54.8
Male,18-29,straight,35_50,3,London,rent,middling,Con,Con,6500,37.5,25.8,36.7
Male,45-60,straight,5_15,2,North,rent,low,DNV,DNV,12300,28.1,53.6,18.2
Male,18-29,straight,35_50,4,London,own,low,DNV,DNV,3900,20.4,10.7,68.8
Male,60-75,straight,15_25,2,Midlands,rent,middling,Con,Con,5800,34.8,56,9.2
Male,30-44,straight,15_25,3,Midlands,rent,middling,Oth,Lab,2100,13.9,17.9,68.2
Male,30-44,straight,15_25,3,Midlands,rent,low,UKIP,Lab,2500,23.6,55.5,20.9
Female,30-44,straight,35_50,4,North,own,low,Lab,Lab,3000,13.4,6.2,80.3
Male,18-29,straight,25_35,2,South,rent,low,DNV,Lab,1800,19.4,13.4,67.2
Female,18-29,straight,25_35,4,South,rent,high,Lab,Lab,4100,6.4,5.2,88.5
Female,45-60,straight,25_35,3,South,own,middling,Lab,Lab,11600,14.8,12.1,73.1
Male,60-75,straight,35_50,3,North,own,middling,Oth,Oth,1600,16.9,15.1,68
Female,45-60,straight,5_15,4,Wales,rent,low,DNV,Oth,2600,26.8,16.1,57.1
Female,45-60,straight,5_15,5,Scotland,rent,high,DNV,Oth,200,10,13.8,76.2
Female,18-29,straight,5_15,2,Scotland,rent,low,Oth,Oth,1100,20.9,8.8,70.3
Female,45-60,straight,35_50,4,London,mortgage,middling,Oth,Lab,4600,10.7,7.5,81.8
Male,45-60,straight,35_50,3,North,rent,high,Con,Con,600,25.2,57.1,17.7
Female,60-75,straight,5_15,3,Scotland,rent,high,Oth,Oth,3900,14.7,20.7,64.7
Male,45-60,straight,5_15,4,South,rent,middling,UKIP,Con,3000,16.8,79.5,3.7
